Index	HEX_600	02_HEX_weighted_average_distance	02_HEX_weighted_mean_home_distance	02_HEX_weighted_max_home_distance	02_HEX_weighted_median_home_distance	02_HEX_weighted_radius_of_gyration	02_HEX_weighted_num_reporting_2015	02_HEX_weighted_HEX_coverage	02_HEX_weighted_subject_coverage	02_HEX_weighted_subject_hhi	02_HEX_total_reporting	02_HEX_total_user	user_type	reporting_level
188	296	166.3492803075	244.2170250801	373.3734217447	232.7176527148	28.9946282064	3.54	1.164	1.488	0.8308651354	62500	38000	2	1
189	297	360.3788726819	474.73026532	813.8211140825	443.0166710091	56.5208821855	4.7205882353	1.7401960784	1.4656862745	0.8340109342	41616	26316	2	1
190	298	189.2970275372	362.8310778437	613.198853182	340.6144797592	31.6735344133	3.3759124088	1.2773722628	1.4635036496	0.7986791489	75076	49320	2	1
191	299	249.0110218321	249.7879539515	441.9418287827	202.1464569471	32.4204933009	2.397260274	1.2831050228	1.2557077626	0.917407773	47961	36135	2	1
192	300	222.0432892255	294.2122811689	530.1785150961	272.1837221412	57.0820501907	2.9051383399	1.4268774704	1.3833992095	0.8395030608	64009	44528	2	1
193	301	232.7759821779	426.3668479504	675.5341101018	414.8497647197	53.2806481946	2.9451476793	1.3839662447	1.2742616034	0.877888334	56169	38868	2	1
194	302	207.6425246856	258.7936352932	497.5201549581	227.9390132524	57.5998196403	2.6108949416	1.4552529183	1.1906614786	0.929841757	66049	46260	2	1
195	303	307.6269197276	458.1743503141	915.3560860626	385.9827806403	104.2751713703	4.0964912281	1.3289473684	1.399122807	0.8176121372	51984	34656	2	1
196	304	172.2498872904	450.2178735673	576.7220325382	433.487958693	20.2839605138	4.5670103093	1.264604811	1.381443299	0.8664162825	84681	55290	2	1
197	305	164.8111402801	296.0004025127	472.2630394761	249.0015746085	45.1599968211	2.2943143813	1.1170568562	1.237458194	0.8754918888	89401	63986	2	1
198	306	196.6588824145	226.4619773229	327.765964077	310.0574209937	43.8741847854	1.765625	1.140625	1.140625	0.900390625	4096	3200	2	1
199	307	975.9510135331	2556.3551932492	3447.615809973	2217.8019720515	256.5301356711	3.1666666667	2.1666666667	2.5	0.6574074074	36	24	2	1
200	308	0	236.5847131548	236.5847131548	236.5847131548	0	3.2857142857	1	1.2857142857	0.9047619048	441	273	2	1
201	317	183.7397515827	122.1744436282	204.4971853306	125.3872043893	5.6300200485	3	1.2	1.1	0.8971071663	100	80	2	1
202	318	119.2912429622	121.4693774007	233.1598267549	89.1374687442	22.7071517004	3.0603448276	1.1637931034	1.1465517241	0.9309154594	13456	8584	2	1
203	319	577.0654267755	1082.2532831423	1760.5508249404	1027.4953823538	159.7880483509	4.8776978417	2.1007194245	1.4532374101	0.8342470418	19321	12371	2	1
204	320	394.6303187142	438.4775085544	873.9699777944	369.3068438019	62.0899261933	3.4974619289	1.7055837563	1.3654822335	0.8679682312	38809	28171	2	1
205	321	319.4725118217	383.2096148775	731.3689530961	314.1469090821	70.4125007311	7.5862068966	1.8620689655	1.6091954023	0.8401008911	30276	17052	2	1
206	322	182.6256161876	310.9039768629	553.7638628029	251.0023690614	48.5174814255	3.8714285714	1.4952380952	1.3571428571	0.8633894207	44100	29190	2	1
207	323	251.2555912282	479.3276208998	715.8798550872	434.9814595196	76.6774117619	5.3333333333	1.5789473684	1.7280701754	0.7881474236	12996	8322	2	1
208	324	207.821343944	296.0273690979	508.2317370254	249.0462714716	52.2479562504	2.7604790419	1.2215568862	1.3233532934	0.8748273521	27889	17368	2	1
209	325	170.508607622	261.4955927104	507.8044209468	217.7962111118	39.14327529	2.9347826087	1.3333333333	1.2608695652	0.891628571	76176	51060	2	1
210	326	262.9164915887	351.4275453752	864.0236912026	269.6102771092	122.3327411786	3.9028571429	1.6971428571	1.3828571429	0.8522854653	122500	78400	2	1
211	327	119.722968256	137.2607351534	231.5555514952	123.716403493	18.6649542848	2.8287037037	1.1851851852	1.2314814815	0.8832775449	46656	29160	2	1
212	328	164.420619475	347.5542376523	457.790851856	335.346513821	20.3734726676	2.6151315789	1.1513157895	1.2072368421	0.9022290891	92416	62016	2	1
213	329	194.7730300981	293.0407716467	709.7939630661	274.171326	89.7814116712	6.0912547529	1.4562737643	1.4410646388	0.84306867	69169	39713	2	1
214	330	182.4624000031	212.7377930321	434.3516223145	194.1762536981	27.6383971858	2.4383561644	1.2671232877	1.2808219178	0.870398643	21316	14454	2	1
215	331	107.8669152873	200.9475594178	278.0992681297	192.1216985382	29.9078839918	3.4680851064	1.1134751773	1.524822695	0.8374668039	19881	11421	2	1
216	344	120.2567804235	269.4767013193	344.5218008494	261.9337945539	2.6142668799	2.8055555556	1.1944444444	1.1111111111	0.9218364198	1296	900	2	1
217	345	30.0387664022	91.2505826944	110.4233839661	95.5465153875	1.1760281638	3.075	1.0875	1.475	0.8199695295	6400	3840	2	1
218	346	193.0247561728	352.4988996558	458.8211520995	359.1570313484	8.0234972639	2.5934065934	1.1428571429	1.1868131868	0.8846344628	8281	5642	2	1
219	347	440.2215447067	595.9403656842	921.4994462074	570.3029550213	72.9756887627	2.6363636364	1.6193181818	1.3181818182	0.867884184	30976	23232	2	1
220	348	178.1180764199	369.0984882905	614.1692388084	311.6637808436	54.9743772378	3.5877192982	1.3421052632	1.4824561404	0.8375362141	12996	7980	2	1
221	349	87.7455102776	424.873952094	461.7695366277	446.8912791685	3.2672818379	2.037037037	1.2222222222	1.3333333333	0.7929526749	729	567	2	1
222	351	189.67218216	232.0020408348	341.1569962945	234.5041874257	14.7279998112	2.9672131148	1.1147540984	1.2459016393	0.8677681643	3721	2501	2	1
223	352	167.5396971138	305.5780994376	456.9321292456	277.7261353946	29.7974969172	3.2675324675	1.2935064935	1.3454545455	0.8280275675	148225	92785	2	1
224	353	198.4743730258	247.9339104534	625.2287088137	236.9601791577	76.840872508	3.4552529183	1.280155642	1.560311284	0.8039539062	66049	39835	2	1
225	354	187.072282003	267.5950307693	421.9449789883	225.0803797239	19.902762554	2.6169014085	1.0957746479	1.1943661972	0.9153295062	126025	80230	2	1
226	355	264.7505078934	337.5677091347	582.5694043074	327.3913731195	41.9920368177	2.7047619048	1.480952381	1.2619047619	0.8885769409	44100	31290	2	1
227	356	354.4787866928	464.2749760035	1070.5542459791	356.0713262039	110.1345664671	5.7441860465	2.0387596899	1.3875968992	0.8706176126	16641	10836	2	1
228	359	282.5547526866	254.7415720236	363.0192550308	267.0870438484	113.2861857125	1.75	1.5	1.25	0.875	16	16	2	1
229	360	611.2627725839	751.2727285087	1169.3271309483	825.4764557276	177.1287911267	4.2222222222	2.3333333333	1.2222222222	0.6252834467	81	63	2	1
230	361	580.0130767155	355.6774980407	616.0435807998	355.6774980407	0.0035565009	1.8	1.4	1	1	25	20	2	1
231	362	0	83.1760057616	83.1760057616	83.1760057616	0	1	1	1	1	16	16	2	1
232	363	67.3376940644	78.859900988	111.2942501694	78.859900988	0.0006106161	1.6818181818	1.0454545455	1.0454545455	0.9772727273	484	352	2	1
233	364	0	80.312501886	80.312501886	80.312501886	0	1	1	1	1	9	9	2	1
234	365	135.1276572546	660.6564678137	723.4858171472	658.3126555211	3.7635788239	1.4	1.24	1.2	0.905	625	575	2	1
235	367	594.4716001465	692.9183737356	1699.2384495626	585.4261574315	208.0374803828	18.5140186916	2.8971962617	2.4112149533	0.6324641448	11449	5992	2	1
236	368	349.0032712736	731.076578165	996.3521004035	715.8787712478	36.7979078163	2.7215189873	1.9620253165	1.2025316456	0.8969445224	6241	5056	2	1
237	369	988.3561287809	1416.7935321701	2766.5565834393	1198.6598540842	316.5963776695	5.4074074074	3	2	0.7627982871	729	540	2	1
238	371	87.7250748831	78.7591777683	194.2289704833	31.973859638	18.1596072056	5.2	2	2	0.7530864198	100	50	2	1
239	372	219.0841173782	232.0568237076	468.2180080405	197.4312444227	67.1876710838	2.8859060403	1.4765100671	1.3724832215	0.8625787363	88804	61388	2	1
240	373	115.6182180743	237.4577597147	324.6912069495	226.6209857898	11.4032727903	3.1827586207	1.1620689655	1.2206896552	0.8973865956	84100	51910	2	1
241	374	196.541732251	464.0259314935	634.9852540946	440.1862717648	30.5174326469	2.1834532374	1.1582733813	1.2517985612	0.8822693682	77284	55322	2	1
242	375	187.7348901559	256.2095671491	428.9150072344	243.53296392	30.170608377	2.3102310231	1.1881188119	1.2277227723	0.8900852756	91809	65145	2	1
243	376	317.92417007	412.0838775647	1544.1414617526	337.1188958343	232.4985196734	13.0795454545	2.3238636364	2.1590909091	0.7370546967	30976	17600	2	1
244	377	494.4567728916	590.2220956646	1421.4582544888	472.9201284194	153.8670205774	8.2637362637	2.0879120879	1.6483516484	0.7712232324	8281	5733	2	1
245	378	0	962.1902682662	962.1902682662	962.1902682662	0	1.6	1	1	0.95	225	180	2	1
246	382	1387.9211004267	791.2906150653	3352.4963037148	92.2265416288	392.9549341754	3.4285714286	1.3928571429	1.1071428571	0.962962963	784	448	2	1
247	383	173.5729533545	211.0536032723	372.9016207878	218.0440247803	39.9663942618	2.2	1.1	1.35	0.782349537	3600	2520	2	1
248	384	134.0131661522	312.7964742693	395.3737190144	304.2891102546	34.0269153806	1.987804878	1.0975609756	1.2804878049	0.864803523	6724	5002	2	1
249	385	118.2370961652	603.8007450597	737.6738587773	572.3833405479	41.5817102168	2.5585585586	1.3153153153	1.1441441441	0.9354303283	12321	8547	2	1
250	386	18.4724019497	100.1991517095	107.3381096979	100.1991517095	2.9526941644543195e-05	1.8367346939	1.0204081633	1.1428571429	0.9319727891	2401	1813	2	1
251	387	138.1712300297	456.8747356894	712.9247212347	407.871628149	67.9246015976	2.3428571429	1.2	1.3	0.8758814383	4900	3360	2	1
252	388	349.9474346576	426.4265617086	760.3074733586	532.6851957029	54.7170983082	2.7692307692	1.6153846154	1.3269230769	0.9020837347	2704	1924	2	1
253	389	600.5858761285	318.1014584564	618.394246593	318.1014584564	0.0069636502	1.3333333333	1.1111111111	1.1111111111	0.9444444444	81	72	2	1
254	390	250.4427864847	248.0927738943	436.7212020091	283.5395282997	22.4908916635	2.32	1.24	1.33	0.8518680556	10000	7100	2	1
255	391	215.5715680665	320.5918086454	742.2502872878	246.8253523164	109.404129487	8.3506493506	1.6623376623	1.8051948052	0.7446320934	23716	13860	2	1
256	394	668.0986305756	2654.740108479	3232.5545432741	2866.3335011199	171.2564839987	6.3076923077	2.5384615385	1.9230769231	0.6146868889	169	143	2	1
257	395	83.6160142796	261.4541226528	399.2948813326	243.0191781112	26.9846289229	2.3612903226	1.2838709677	1.2967741935	0.8758600541	24025	17825	2	1
258	396	147.6779030779	148.416861348	301.4717929077	128.7016997683	21.9633722075	2.9633027523	1.1376146789	1.2660550459	0.85944488	47524	28994	2	1
259	397	227.0373682557	209.5885337624	452.8052189433	173.5759380325	38.7213039318	3.1003460208	1.2595155709	1.3079584775	0.8509057773	83521	58089	2	1
260	398	306.9418248126	405.998058718	922.2305559841	352.0923359885	102.2539798576	3.0084388186	1.4345991561	1.3839662447	0.8517495467	56169	39579	2	1
261	399	80.5822390007	267.560010531	353.5934345426	256.2809761808	28.7547215971	3.3065326633	1.1909547739	1.3819095477	0.8158981557	39601	24079	2	1
262	400	233.2142411921	293.1833339345	478.3478670926	247.6324589915	21.7178105307	2.1842105263	1.1271929825	1.2192982456	0.8955389369	51984	37392	2	1
263	401	175.7785712269	287.6431384757	390.8773626846	265.8156722286	6.4350743805	1.8102189781	1.0656934307	1.1605839416	0.9014091646	18769	14248	2	1
264	402	549.7229071971	427.6399482266	616.5603292088	399.5211208776	63.3898353515	5	2	2.6666666667	0.4444444444	9	6	2	1
265	406	216.4959015784	1537.7472646439	1632.4488842151	1532.9006395216	2.4569295026	1.5384615385	1.0769230769	1.1153846154	0.9366987179	6084	5070	2	1
266	407	36.4865129897	183.3483351263	202.644628339	182.4641122867	8.9550199973	1.6991869919	1.0731707317	1.1463414634	0.9097786811	15129	11193	2	1
267	408	316.1170298642	406.1574297136	574.3844279916	427.182381611	23.2591755568	1.8256880734	1.1926605505	1.1376146789	0.9399444028	11881	9265	2	1
268	409	182.8013642749	270.6138057167	453.3290313562	228.6459494643	20.5609357914	2.4596774194	1.5887096774	1.1209677419	0.9206788131	15376	11780	2	1
269	410	257.2196243473	258.9146242457	459.6187809595	230.2573448786	16.1647250368	2.07	1.14	1.22	0.8854190326	10000	7800	2	1
270	411	324.1230771802	248.0052046937	739.4497405746	107.8420221637	97.5104481217	3.4671052632	1.3223684211	1.4934210526	0.8388436197	23104	14440	2	1
271	412	265.2647446206	343.549371626	647.4941611863	375.2159747361	63.4754187846	2.6641791045	1.2537313433	1.276119403	0.9072810077	17956	13400	2	1
272	413	432.448671936	516.7651183353	879.4437843422	534.3256444591	68.9455254558	3.9551282051	1.4935897436	1.5512820513	0.8362384797	24336	17160	2	1
273	414	124.1721339882	327.680225867	470.5025521538	296.4967972192	8.9994363858	2.4207650273	1.1202185792	1.1639344262	0.9356772196	33489	24339	2	1
274	415	64.3495070118	188.6030091085	222.584691951	190.583650606	1.7971245408	1.9931034483	1.0827586207	1.1862068966	0.8479943311	21025	15950	2	1
275	416	980.1138724969	946.7125018067	2205.6567300966	1150.9227618547	249.9688845725	18.3333333333	4.6666666667	3.4444444444	0.555263504	81	45	2	1
276	417	669.8846277034	954.2075842368	1576.9650250186	927.2113093934	87.3252054086	11.125	3	2.5	0.5894785781	64	48	2	1
277	419	322.8689607245	434.3788567422	786.663672048	386.0604279244	75.107034298	2.8011049724	1.7016574586	1.3149171271	0.8894742867	32761	24797	2	1
278	420	128.6325533886	154.85067977	235.2746348243	147.1354274404	8.8725524882	2.0409356725	1.0350877193	1.1637426901	0.9125893437	29241	21033	2	1
279	421	420.1104321232	309.7354180023	2076.9320307119	182.6273225684	315.0855665581	9.972826087	3.0597826087	2	0.7424718204	33856	18032	2	1
280	422	396.0481092954	369.1525375527	1000.9138417203	258.3284104248	145.8040823594	3.8203125	1.58203125	1.41796875	0.8224373991	65536	44032	2	1
281	423	179.9249927279	241.3276847127	430.7916350577	228.8567893585	36.8346915796	4.9660377358	1.2754716981	1.4	0.8584020097	70225	44520	2	1
282	424	186.7944828862	182.4743202342	371.7919793739	156.3682883531	33.4222842887	2.4890282132	1.2037617555	1.1504702194	0.9299994693	101761	70818	2	1
283	425	216.345932643	260.5082556213	482.3274841799	233.0787331055	49.0232812599	2.0710900474	1.2274881517	1.1327014218	0.9322531106	44521	33338	2	1
284	426	215.8586280348	359.2043139738	578.3267596867	362.6365935964	57.7161621382	2.1707317073	1.2601626016	1.1463414634	0.922479067	15129	11808	2	1
285	427	346.4567761949	392.9871722505	583.2742726577	405.4045478984	18.9158629876	3.3557692308	1.2211538462	1.2884615385	0.8704722556	10816	6656	2	1
286	432	0.0999918096	393.7990808805	393.848379806	393.848379806	8.121609854005904e-09	2.3738317757	1	1.1682242991	0.9345794393	11449	7490	2	1
287	433	38.6983372919	247.0706434441	269.6088221266	240.5443065955	1.6675906224	1.6423357664	1.0437956204	1.1240875912	0.9436334144	18769	14385	2	1
288	434	268.8064352849	473.5928898901	754.2941004772	406.4259886128	56.273481893	3.272	1.8	1.168	0.8906489382	15625	10375	2	1
289	435	156.8106509893	457.5910540035	589.973632993	442.806968749	20.525614355	2.1909090909	1.2818181818	1.1909090909	0.8997362514	12100	8580	2	1
290	436	248.2383261453	215.1479347018	461.5837950406	147.5600512621	20.3380981166	4.6341463415	1.2317073171	1.3902439024	0.8849230526	26896	16728	2	1
291	437	213.9605820517	261.7110203994	493.8352292854	227.4613196225	38.9641090068	3.1655629139	1.298013245	1.3112582781	0.8573828645	22801	15704	2	1
292	438	279.8646719308	464.749413817	746.8894085406	440.9649290082	49.5792635577	2.6992481203	1.6541353383	1.2255639098	0.9280958065	17689	13300	2	1
293	439	284.3693473899	406.2890936767	719.7690955331	346.9634376684	86.3493375258	2.1946902655	1.5398230088	1.185840708	0.9139638615	12769	9944	2	1
294	440	264.4976873597	217.5294657813	434.5484130769	193.033090543	3.410506619	2.2418300654	1.0980392157	1.3660130719	0.8509137451	23409	15912	2	1
295	441	594.8706199568	719.5872327255	1264.0817688784	755.9581006893	79.3981222023	9.1194029851	2.671641791	1.9552238806	0.8229012409	4489	2948	2	1
296	442	214.7319012656	161.0412693048	492.6212613425	129.9061551968	74.2866602694	9.8823529412	2.6470588235	2.1176470588	0.6835094885	289	136	2	1
297	443	349.5597785357	230.0836940185	395.2608159043	230.0836940185	0.0002741328	1.85	1.15	1.05	0.9	400	300	2	1
298	444	249.6659714358	294.7114882569	589.0207619029	243.7729710744	59.1465297351	3.071969697	1.5681818182	1.375	0.8527842001	69696	47256	2	1
299	445	135.4037410567	173.8403615136	289.9063263809	151.7359143902	12.7357922503	2.2134831461	1.1460674157	1.1348314607	0.9348055199	71289	49395	2	1
300	446	133.6183687679	136.5528158579	364.0161288696	92.423900824	11.0939717416	2.1623931624	1.1367521368	1.1709401709	0.9091814393	54756	38610	2	1
301	447	265.7206779862	298.5523856085	580.2772170268	249.0302490925	63.0277192115	2.2298850575	1.3390804598	1.2931034483	0.896651354	30276	22446	2	1
302	448	212.4521305104	488.3895829241	678.2772527919	471.1718189932	30.0048357837	2.3882352941	1.1882352941	1.3019607843	0.8801492152	65025	44625	2	1
303	449	448.1034982115	463.1970194635	833.4503554903	496.6972776317	78.3541596056	2.4806629834	1.2651933702	1.2762430939	0.8939159891	32761	23349	2	1
304	450	267.2756262367	290.9448361274	545.9595865579	246.8342953341	54.564027654	3.1030534351	1.4732824427	1.2557251908	0.8931195689	68644	44802	2	1
305	451	77.6257365414	158.3508232567	218.2768909036	156.2255861807	1.2211307799	2.009478673	1.0710900474	1.1279620853	0.9205726698	44521	31017	2	1
306	452	238.6187849562	298.3500336059	634.7332632993	288.2150045225	120.7401713299	2.1764705882	1.3235294118	1.2058823529	0.920219913	1156	952	2	1
307	453	0	3432.9417577854	3432.9417577854	3432.9417577854	0	1	1	1	1	4	4	2	1
308	455	1124.0113921435	3996.6987497595	4511.6114488257	4309.2622801966	233.9685614609	2.125	1.625	1.375	0.8125	64	48	2	1
309	456	0	361.6914881653	361.6914881653	361.6914881653	0	1	1	1	1	36	36	2	1
310	457	361.5454821243	764.4691982125	1056.5020993727	826.7336595058	121.8591594417	3.0294117647	2.1470588235	1.1911764706	0.9118301559	4624	3740	2	1
311	458	625.2568232185	843.7424261103	1363.9596562771	759.5177030044	89.7176285048	2.0120481928	1.2771084337	1.2891566265	0.8452978581	6889	5561	2	1
312	459	132.4345090719	164.6677202011	229.1725936739	164.7863225237	0.5326942051	1.988372093	1.023255814	1.3023255814	0.8354651163	7396	5246	2	1
313	460	172.1251165784	163.0487738702	296.4716872664	147.0333148468	37.8584927561	2.125	1.2946428571	1.125	0.9461918034	12544	9072	2	1
314	461	454.5550766329	510.4553532006	918.8754876127	469.9462420248	62.654640172	3.2704918033	1.8852459016	1.368852459	0.8566971064	14884	10980	2	1
315	462	280.2862861786	531.5455997521	992.8615211685	488.0509994641	129.9634651228	3.8787878788	2.3257575758	1.3939393939	0.8567977467	17424	12672	2	1
316	463	66.9481425244	65.255713242	121.6312669234	57.2956590639	10.6013069012	1.6595744681	1.0531914894	1.1170212766	0.9504964539	8836	6768	2	1
317	464	235.7213600119	318.6245766685	690.3606506384	264.2052335205	87.2804850064	2.6086956522	1.2695652174	1.2260869565	0.9229123533	13225	8970	2	1
318	465	397.0624686875	543.1564991299	974.4824498593	495.6250000133	99.1449298542	6.1282051282	2.4700854701	1.5726495726	0.8482312867	13689	9360	2	1
319	466	184.6300097036	297.9427747801	776.5038842792	269.552987645	108.4718118582	13.2222222222	3.3333333333	2.5555555556	0.6731596461	81	54	2	1
320	467	1038.9591682902	542.6712313583	3104.612363157	23.4896216581	0.1924471902	3.5769230769	1.3461538462	1.1923076923	0.8914529915	676	364	2	1
321	468	341.4563471189	400.3640274988	658.7796200122	391.5621572132	52.7929930266	2.2685185185	1.3518518519	1.2268518519	0.9107127307	46656	35208	2	1
322	469	148.9235809325	356.5579828579	497.1700010086	344.3976999785	28.6897679599	2.4455445545	1.4405940594	1.2326732673	0.8983241799	40804	29088	2	1
323	470	175.5280558565	250.9912588019	432.6522988706	199.9444486847	32.4061086523	2.0692307692	1.2	1.2153846154	0.8928537512	16900	12350	2	1
324	471	152.6353253315	302.6698759429	424.4719564296	306.9345733573	35.8626890127	2.6075268817	1.5483870968	1.2849462366	0.8689340567	34596	25482	2	1
325	472	153.3738223964	170.5974476824	308.3875270925	153.6150515586	31.3700739498	2.1827411168	1.1878172589	1.2436548223	0.9035387786	38809	28171	2	1
326	473	14.396409085	94.7119983501	116.8566452276	89.6240372747	2.666754314	3.1417910448	1.2014925373	1.5671641791	0.8612364105	17956	12060	2	1
327	474	155.829899419	730.8608336437	906.2641976948	724.3365528721	39.8166988024	2.15	1.125	1.15	0.9158497732	1600	1200	2	1
328	475	96.8742583055	284.2765923376	429.7017126689	273.6223938015	32.9744412703	3.0724637681	2.0144927536	1.2463768116	0.894062086	4761	3312	2	1
329	476	365.6305648	279.1460305532	462.9569616795	284.4697922603	41.7400274172	1.8333333333	1.2	1.3	0.8099259259	900	720	2	1
330	479	1054.2342959584	896.544564811	1593.057852781	548.2879208259	0.0124906436	3	2	2	0.5555555556	1	1	2	1
331	480	372.1788429007	260.9921724634	502.4600327637	204.8961933788	0.6087054089	1.6666666667	1.0555555556	1.1666666667	0.9108024691	8100	6210	2	1
332	481	305.8044262939	348.9590059411	570.2377886203	313.6069029692	24.2317301273	2.328358209	1.1641791045	1.0820895522	0.9289086973	17956	12462	2	1
333	482	0	8.6026138142	8.6026138142	8.6026138142	0	1.5	1	1	1	16	12	2	1
334	483	338.3683523508	335.447138171	574.8697130751	362.5476383803	0.0218289384	2.140625	1.109375	1.21875	0.8723958333	4096	2880	2	1
335	484	697.9065204282	1355.1179709058	1884.0161522251	1710.005746221	222.7800293371	2.5185185185	1.2407407407	1.1666666667	0.9448971193	2916	2160	2	1
336	486	148.1581549708	311.9029871194	534.8907915732	292.9892558335	53.9998281521	2.1826923077	1.1730769231	1.1923076923	0.9242386185	10816	8008	2	1
337	487	265.6779427002	276.213282502	539.4473930357	295.8298372861	46.3269128676	2.4583333333	1.3541666667	1.1979166667	0.8957860463	9216	6432	2	1
338	488	688.5888927578	702.3456571426	1187.5318463174	557.075680441	176.8974555809	3.2947368421	1.5263157895	1.2947368421	0.850793746	9025	6650	2	1
339	489	383.6030048722	548.1610173238	885.8399569915	501.2175559547	120.4610840799	4.3913043478	1.9565217391	1.3260869565	0.8730602651	2116	1518	2	1
340	490	423.5367720921	409.012011503	913.1150963616	358.1694393789	122.5340375876	4.7340425532	3.1914893617	1.5	0.8292508065	8836	6204	2	1
341	491	98.4874846766	101.0628045036	151.7209891785	99.4156603831	0.001128161	2.1123595506	1.0224719101	1.1460674157	0.9310861423	31684	21538	2	1
342	492	88.5728637004	331.5126406826	428.7293824992	305.6699305058	18.5357746889	2.1585365854	1.1219512195	1.1646341463	0.895493854	26896	18204	2	1
343	493	199.1748659157	146.3468564261	421.7688937856	97.8981882294	46.3059706969	3.1414141414	1.1565656566	1.4242424242	0.854983938	39204	23760	2	1
344	494	218.4201678151	273.7016799748	481.306357765	261.1668854909	33.9591139984	2.776119403	2.0597014925	1.1641791045	0.9080266259	4489	3819	2	1
345	495	115.7626189719	523.2403404508	656.1447641381	477.1961031	31.6122141674	2.4662162162	1.1081081081	1.2567567568	0.8670827287	21904	14504	2	1
346	496	234.6285271171	676.999106787	825.8643112455	662.1676427262	25.4400005439	2.1470588235	1.1764705882	1.1911764706	0.8985743464	18496	13056	2	1
347	497	444.3458392717	376.8891706114	660.4524030165	362.3458792286	62.4869745901	2.6197183099	1.4225352113	1.3661971831	0.8159389671	5041	2982	2	1
348	499	0	1479.5993440063	1479.5993440063	1479.5993440063	0	1.4210526316	1	1	1	361	304	2	1
349	500	237.0540347172	161.5926394021	446.6543547805	53.2019619505	0.5186331932	2.275	1.0583333333	1.3166666667	0.8929398148	14400	10320	2	1
350	501	817.9556326927	609.7860106033	3018.0299858438	220.7917503486	52.8589574807	3.0263157895	1.3157894737	1.6052631579	0.8188048246	1444	912	2	1
351	502	1.5416813706	44.5392455732	45.2898094822	44.5392455732	1.770438221325977e-07	1.5897435897	1	1.1025641026	0.9150641026	1521	1170	2	1
352	503	363.323133443	579.4245683084	841.2913933769	525.4423777573	23.7773662866	3.34375	1.4375	1.5	0.8004861111	1024	704	2	1
353	506	253.9210754047	206.9239781954	509.2897990997	68.6119216861	71.7177183478	2.5392156863	1.0784313725	1.3137254902	0.8742936411	10404	6732	2	1
354	507	513.2031995432	544.0246258548	1064.0507564031	425.7683380439	101.2866582335	3.2	1.9666666667	1.2	0.926805624	8100	5310	2	1
355	508	349.0471422724	493.2984977731	764.2159686618	472.6915373359	36.3384992015	3.3529411765	1.8137254902	1.4019607843	0.854655779	10404	8160	2	1
356	509	488.8779484158	446.5002942638	1090.4364333006	311.6376252548	143.7897172763	3.0849056604	1.6509433962	1.2735849057	0.8695313206	11236	7526	2	1
357	510	267.4964627093	420.627720544	777.5734767147	345.7131147563	6.7376259229	2.2054794521	1.1164383562	1.1780821918	0.9164231355	21316	15330	2	1
358	511	206.8772076687	443.9079451026	597.3533397202	420.2173571753	14.8946388419	2.1875	1.1	1.15625	0.9107204861	25600	17440	2	1
359	512	355.3095675618	398.9273488554	658.3711888845	397.8230985614	51.3521051827	4.0877192982	1.3684210526	1.4736842105	0.8156199029	3249	1824	2	1
360	513	0	38.1931659705	38.1931659705	38.1931659705	0	2.0769230769	1	1.4615384615	0.7777777778	169	104	2	1
361	514	0	42.8355714774	42.8355714774	42.8355714774	0	3.8571428571	1	1.7142857143	0.7714285714	49	21	2	1
362	518	64.0199080419	72.5595791583	116.8968494048	55.3395859441	5.231225988495681e-05	1.8	1.3	1.2	0.825	100	80	2	1
363	519	122.4670694348	458.7133425821	516.7709944098	459.203909438	31.2699760655	1.3939393939	1.0757575758	1.1212121212	0.9267676768	4356	3828	2	1
364	520	315.3931198724	461.5052706721	618.9351749836	460.0208923915	1.681779334	2.046875	1.125	1.0625	0.9627130682	4096	3072	2	1
365	521	214.5483193223	401.8047149971	593.604400966	391.5767152916	28.4438904426	2.4615384615	1.3717948718	1.2692307692	0.895582592	6084	4134	2	1
366	522	50.8050322721	1377.6625292068	1446.2803976014	1354.7899064086	9.807276844853162e-05	1.75	1.25	1.25	0.90625	16	16	2	1
367	524	0	189.7111668568	189.7111668568	189.7111668568	0	1.6666666667	1	1	1	9	6	2	1
368	525	279.6236077122	434.4377141046	975.0704331036	342.6169206733	154.4828585155	4.6454545455	1.4272727273	1.6727272727	0.8379064078	12100	8030	2	1
369	526	265.7828409165	1079.0864102772	1246.7995055415	1054.2540282398	32.1768600446	1.7923076923	1.1769230769	1.2230769231	0.9190854701	16900	13650	2	1
370	527	652.2538232047	801.3209127972	1426.1421515497	681.2891658842	90.3770054322	4.067961165	1.4368932039	1.2815533981	0.8984131254	10609	7004	2	1
371	528	551.0782223826	840.2792566642	1378.513893434	777.9628807642	126.5429354215	3.2988505747	1.9310344828	1.275862069	0.8965230593	7569	4872	2	1
372	529	294.5300596685	292.2313053262	465.6903785364	336.4581715545	30.230807565	1.9	1.16	1.05	0.9746318212	10000	7700	2	1
373	530	0	27.0685862322	27.0685862322	27.0685862322	0	1	1	1	1	1	1	2	1
374	532	98.2540011837	929.6315947721	994.5253442779	970.3981419031	32.1927234657	1.671875	1.0625	1.078125	0.9688464506	4096	3264	2	1
375	533	456.6123040798	358.9556431169	1026.3165224994	165.6226395258	60.1297818446	5.9047619048	1.7142857143	2.0476190476	0.6498917749	441	231	2	1
376	534	921.720400228	1302.1618287088	1762.3734638281	1302.1618287088	0.0667941634	1.3846153846	1.0769230769	1	1	169	143	2	1
